previous_state,next_state
1007662,32897
1007662,49152
1007662,180225
1007662,49280
1007662,180872
1007662,40960
1007662,41088
1007662,172161
1007662,188416
1007662,188544
1007662,65536
1007662,65537
1007662,65664
1007662,65665
1007662,81920
1007662,212993
1007662,82048
1007662,213640
1007662,73728
1007662,73856
1007662,221184
1007662,98304
1007662,98432
1007662,245760
1007662,237696
1007662,254708
1007662,1851392
1007662,2089716
1015342,0
1015342,1
1015342,128
1015342,129
1015342,16384
1015342,16385
1015342,16386
1015342,16512
1015342,16513
1015342,648
1015342,147976
1015342,17032
1015342,148105
1015342,8192
1015342,8193
1015342,8320
1015342,8321
1015342,24576
1015342,155649
1015342,24704
1015342,156296
1015342,32768
1015342,32769
1015342,32896
1015342,32897
1015342,49152
1015342,180225
1015342,49280
1015342,180872
1015342,40960
1015342,41088
1015342,172161
1015342,188416
1015342,188544
1015342,65536
1015342,65537
1015342,65664
1015342,65665
1015342,81920
1015342,212993
1015342,82048
1015342,213640
1015342,73728
1015342,73856
1015342,221184
1015342,98304
1015342,98432
1015342,245760
1015342,237696
1015342,254708
1015342,1851392
1015342,2089716
24302,0
24302,1
24302,128
24302,129
24302,16384
24302,16385
24302,16386
24302,16512
24302,16513
24302,648
24302,147976
24302,17032
24302,148105
24302,8192
24302,8193
24302,8320
24302,8321
24302,24576
24302,155649
24302,24704
24302,156296
24302,32768
24302,32769
24302,32896
24302,32897
24302,49152
24302,180225
24302,49280
24302,180872
24302,40960
24302,41088
24302,172161
24302,188416
24302,188544
24302,65536
24302,65537
24302,65664
24302,65665
24302,81920
24302,212993
24302,82048
24302,213640
24302,73728
24302,73856
24302,221184
24302,98304
24302,98432
24302,245760
24302,237696
24302,254708
24302,1851392
24302,2089716
40494,0
40494,1
40494,128
40494,129
40494,16384
40494,16385
40494,16386
40494,16512
40494,16513
40494,648
40494,147976
40494,17032
40494,148105
40494,8192
40494,8193
40494,8320
40494,8321
40494,24576
40494,155649
40494,24704
40494,156296
40494,32768
40494,32769
40494,32896
40494,32897
40494,49152
40494,180225
40494,49280
40494,180872
40494,40960
40494,41088
40494,172161
40494,188416
40494,188544
40494,65536
40494,65537
40494,65664
40494,65665
40494,81920
40494,212993
40494,82048
40494,213640
40494,73728
40494,73856
40494,221184
40494,98304
40494,98432
40494,245760
40494,237696
40494,254708
40494,1851392
40494,2089716
40686,0
40686,1
40686,128
40686,129
40686,16384
40686,16385
40686,16386
40686,16512
40686,16513
40686,648
40686,147976
40686,17032
40686,148105
40686,8192
40686,8193
40686,8320
40686,8321
40686,24576
40686,155649
40686,24704
40686,156296
40686,32768
40686,32769
40686,32896
40686,32897
40686,49152
40686,180225
40686,49280
40686,180872
40686,40960
40686,41088
40686,172161
40686,188416
40686,188544
40686,65536
40686,65537
40686,65664
40686,65665
40686,81920
40686,212993
40686,82048
40686,213640
40686,73728
40686,73856
40686,221184
40686,98304
40686,98432
40686,245760
40686,237696
40686,254708
40686,1851392
40686,2089716
430,0
430,1
430,128
430,129
430,16384
430,16385
430,16386
430,16512
430,16513
430,648
430,147976
430,17032
430,148105
430,8192
430,8193
430,8320
430,8321
430,24576
430,155649
430,24704
430,156296
430,32768
430,32769
430,32896
430,32897
430,49152
430,180225
430,49280
430,180872
430,40960
430,41088
430,172161
430,188416
430,188544
430,65536
430,65537
430,65664
430,65665
430,81920
430,212993
430,82048
430,213640
430,73728
430,73856
430,221184
430,98304
430,98432
430,245760
430,237696
430,254708
430,1851392
430,2089716
942382,0
942382,1
942382,128
942382,129
942382,16384
942382,16385
942382,16386
942382,16512
942382,16513
942382,648
942382,147976
942382,17032
942382,148105
942382,8192
942382,8193
942382,8320
942382,8321
942382,24576
942382,155649
942382,24704
942382,156296
942382,32768
942382,32769
942382,32896
942382,32897
942382,49152
942382,180225
942382,49280
942382,180872
942382,40960
942382,41088
942382,172161
942382,188416
942382,188544
942382,65536
942382,65537
942382,65664
942382,65665
942382,81920
942382,212993
942382,82048
942382,213640
942382,73728
942382,73856
942382,221184
942382,98304
942382,98432
942382,245760
942382,237696
942382,254708
942382,1851392
942382,2089716
33190,0
33190,1
33190,128
33190,129
33190,16384
33190,16385
33190,16386
33190,16512
33190,16513
33190,648
33190,147976
33190,17032
33190,148105
33190,8192
33190,8193
33190,8320
33190,8321
33190,24576
33190,155649
33190,24704
33190,156296
33190,32768
33190,32769
33190,32896
33190,32897
33190,49152
33190,180225
33190,49280
33190,180872
33190,40960
33190,41088
33190,172161
33190,188416
33190,188544
33190,65536
33190,65537
33190,65664
33190,65665
33190,81920
33190,212993
33190,82048
33190,213640
33190,73728
33190,73856
33190,221184
33190,98304
33190,98432
33190,245760
33190,237696
33190,254708
33190,1851392
33190,2089716
1015374,0
1015374,1
1015374,128
1015374,129
1015374,16384
1015374,16385
1015374,16386
1015374,16512
1015374,16513
1015374,648
1015374,147976
1015374,17032
1015374,148105
1015374,8192
1015374,8193
1015374,8320
1015374,8321
1015374,24576
1015374,155649
1015374,24704
1015374,156296
1015374,32768
1015374,32769
1015374,32896
1015374,32897
1015374,49152
1015374,180225
1015374,49280
1015374,180872
1015374,40960
1015374,41088
1015374,172161
1015374,188416
1015374,188544
1015374,65536
1015374,65537
1015374,65664
1015374,65665
1015374,81920
1015374,212993
1015374,82048
1015374,213640
1015374,73728
1015374,73856
1015374,221184
1015374,98304
1015374,98432
1015374,245760
1015374,237696
1015374,254708
1015374,1851392
1015374,2089716
2154222,0
2154222,1
2154222,128
2154222,129
2154222,16384
2154222,16385
2154222,16386
2154222,16512
2154222,16513
2154222,648
2154222,147976
2154222,17032
2154222,148105
2154222,8192
2154222,8193
2154222,8320
2154222,8321
2154222,24576
2154222,155649
2154222,24704
2154222,156296
2154222,32768
2154222,32769
2154222,32896
2154222,32897
2154222,49152
2154222,180225
2154222,49280
2154222,180872
2154222,40960
2154222,41088
2154222,172161
2154222,188416
2154222,188544
2154222,65536
2154222,65537
2154222,65664
2154222,65665
2154222,81920
2154222,212993
2154222,82048
2154222,213640
2154222,73728
2154222,73856
2154222,221184
2154222,98304
2154222,98432
2154222,245760
2154222,237696
2154222,254708
2154222,1851392
2154222,2089716
1105646,0
1105646,1
1105646,128
1105646,129
1105646,16384
1105646,16385
1105646,16386
1105646,16512
1105646,16513
1105646,648
1105646,147976
1105646,17032
1105646,148105
1105646,8192
1105646,8193
1105646,8320
1105646,8321
1105646,24576
1105646,155649
1105646,24704
1105646,156296
1105646,32768
1105646,32769
1105646,32896
1105646,32897
1105646,49152
1105646,180225
1105646,49280
1105646,180872
1105646,40960
1105646,41088
1105646,172161
1105646,188416
1105646,188544
1105646,65536
1105646,65537
1105646,65664
1105646,65665
1105646,81920
1105646,212993
1105646,82048
1105646,213640
1105646,73728
1105646,73856
1105646,221184
1105646,98304
1105646,98432
1105646,245760
1105646,237696
1105646,254708
1105646,1851392
1105646,2089716
4251374,0
4251374,1
4251374,128
4251374,129
4251374,16384
4251374,16385
4251374,16386
4251374,16512
4251374,16513
4251374,648
4251374,147976
4251374,17032
4251374,148105
4251374,8192
4251374,8193
4251374,8320
4251374,8321
4251374,24576
4251374,155649
4251374,24704
4251374,156296
4251374,32768
4251374,32769
4251374,32896
4251374,32897
4251374,49152
4251374,180225
4251374,49280
4251374,180872
4251374,40960
4251374,41088
4251374,172161
4251374,188416
4251374,188544
4251374,65536
4251374,65537
4251374,65664
4251374,65665
4251374,81920
4251374,212993
4251374,82048
4251374,213640
4251374,73728
4251374,73856
4251374,221184
4251374,98304
4251374,98432
4251374,245760
4251374,237696
4251374,254708
4251374,1851392
4251374,2089716
581358,0
581358,1
581358,128
581358,129
581358,16384
581358,16385
581358,16386
581358,16512
581358,16513
581358,648
581358,147976
581358,17032
581358,148105
581358,8192
581358,8193
581358,8320
581358,8321
581358,24576
581358,155649
581358,24704
581358,156296
581358,32768
581358,32769
581358,32896
581358,32897
581358,49152
581358,180225
581358,49280
581358,180872
581358,40960
581358,41088
581358,172161
581358,188416
581358,188544
581358,65536
581358,65537
581358,65664
581358,65665
581358,81920
581358,212993
581358,82048
581358,213640
581358,73728
581358,73856
581358,221184
581358,98304
581358,98432
581358,245760
581358,237696
581358,254708
581358,1851392
581358,2089716
40526,0
40526,1
40526,128
40526,129
40526,16384
40526,16385
40526,16386
40526,16512
40526,16513
40526,648
40526,147976
40526,17032
40526,148105
40526,8192
40526,8193
40526,8320
40526,8321
40526,24576
40526,155649
40526,24704
40526,156296
40526,32768
40526,32769
40526,32896
40526,32897
40526,49152
40526,180225
40526,49280
40526,180872
40526,40960
40526,41088
40526,172161
40526,188416
40526,188544
40526,65536
40526,65537
40526,65664
40526,65665
40526,81920
40526,212993
40526,82048
40526,213640
40526,73728
40526,73856
40526,221184
40526,98304
40526,98432
40526,245760
40526,237696
40526,254708
40526,1851392
40526,2089716
1013486,0
1013486,1
1013486,128
1013486,129
1013486,16384
1013486,16385
1013486,16386
1013486,16512
1013486,16513
1013486,648
1013486,147976
1013486,17032
1013486,148105
1013486,8192
1013486,8193
1013486,8320
1013486,8321
1013486,24576
1013486,155649
1013486,24704
1013486,156296
1013486,32768
1013486,32769
1013486,32896
1013486,32897
1013486,49152
1013486,180225
1013486,49280
1013486,180872
1013486,40960
1013486,41088
1013486,172161
1013486,188416
1013486,188544
1013486,65536
1013486,65537
1013486,65664
1013486,65665
1013486,81920
1013486,212993
1013486,82048
1013486,213640
1013486,73728
1013486,73856
1013486,221184
1013486,98304
1013486,98432
1013486,245760
1013486,237696
1013486,254708
1013486,1851392
1013486,2089716
33194,0
33194,1
33194,128
33194,129
33194,16384
33194,16385
33194,16386
33194,16512
33194,16513
33194,648
33194,147976
33194,17032
33194,148105
33194,8192
33194,8193
33194,8320
33194,8321
33194,24576
33194,155649
33194,24704
33194,156296
33194,32768
33194,32769
33194,32896
33194,32897
33194,49152
33194,180225
33194,49280
33194,180872
33194,40960
33194,41088
33194,172161
33194,188416
33194,188544
33194,65536
33194,65537
33194,65664
33194,65665
33194,81920
33194,212993
33194,82048
33194,213640
33194,73728
33194,73856
33194,221184
33194,98304
33194,98432
33194,245760
33194,237696
33194,254708
33194,1851392
33194,2089716
16672,0
16672,1
16672,128
16672,129
16672,16384
16672,16385
16672,16386
16672,16512
16672,16513
16672,648
16672,147976
16672,17032
16672,148105
16672,8192
16672,8193
16672,8320
16672,8321
16672,24576
16672,155649
16672,24704
16672,156296
16672,32768
16672,32769
16672,32896
16672,32897
16672,49152
16672,180225
16672,49280
16672,180872
16672,40960
16672,41088
16672,172161
16672,188416
16672,188544
16672,65536
16672,65537
16672,65664
16672,65665
16672,81920
16672,212993
16672,82048
16672,213640
16672,73728
16672,73856
16672,221184
16672,98304
16672,98432
16672,245760
16672,237696
16672,254708
16672,1851392
16672,2089716
564846,0
564846,1
564846,128
564846,129
564846,16384
564846,16385
564846,16386
564846,16512
564846,16513
564846,648
564846,147976
564846,17032
564846,148105
564846,8192
564846,8193
564846,8320
564846,8321
564846,24576
564846,155649
564846,24704
564846,156296
564846,32768
564846,32769
564846,32896
564846,32897
564846,49152
564846,180225
564846,49280
564846,180872
564846,40960
564846,41088
564846,172161
564846,188416
564846,188544
564846,65536
564846,65537
564846,65664
564846,65665
564846,81920
564846,212993
564846,82048
564846,213640
564846,73728
564846,73856
564846,221184
564846,98304
564846,98432
564846,245760
564846,237696
564846,254708
564846,1851392
564846,2089716
557486,0
557486,1
557486,128
557486,129
557486,16384
557486,16385
557486,16386
557486,16512
557486,16513
557486,648
557486,147976
557486,17032
557486,148105
557486,8192
557486,8193
557486,8320
557486,8321
557486,24576
557486,155649
557486,24704
557486,156296
557486,32768
557486,32769
557486,32896
557486,32897
557486,49152
557486,180225
557486,49280
557486,180872
557486,40960
557486,41088
557486,172161
557486,188416
557486,188544
557486,65536
557486,65537
557486,65664
557486,65665
557486,81920
557486,212993
557486,82048
557486,213640
557486,73728
557486,73856
557486,221184
557486,98304
557486,98432
557486,245760
557486,237696
557486,254708
557486,1851392
557486,2089716
1015398,0
1015398,1
1015398,128
1015398,129
1015398,16384
1015398,16385
1015398,16386
1015398,16512
1015398,16513
1015398,648
1015398,147976
1015398,17032
1015398,148105
1015398,8192
1015398,8193
1015398,8320
1015398,8321
1015398,24576
1015398,155649
1015398,24704
1015398,156296
1015398,32768
1015398,32769
1015398,32896
1015398,32897
1015398,49152
1015398,180225
1015398,49280
1015398,180872
1015398,40960
1015398,41088
1015398,172161
1015398,188416
1015398,188544
1015398,65536
1015398,65537
1015398,65664
1015398,65665
1015398,81920
1015398,212993
1015398,82048
1015398,213640
1015398,73728
1015398,73856
1015398,221184
1015398,98304
1015398,98432
1015398,245760
1015398,237696
1015398,254708
1015398,1851392
1015398,2089716
40550,0
40550,1
40550,128
40550,129
40550,16384
40550,16385
40550,16386
40550,16512
40550,16513
40550,648
40550,147976
40550,17032
40550,148105
40550,8192
40550,8193
40550,8320
40550,8321
40550,24576
40550,155649
40550,24704
40550,156296
40550,32768
40550,32769
40550,32896
40550,32897
40550,49152
40550,180225
40550,49280
40550,180872
40550,40960
40550,41088
40550,172161
40550,188416
40550,188544
40550,65536
40550,65537
40550,65664
40550,65665
40550,81920
40550,212993
40550,82048
40550,213640
40550,73728
40550,73856
40550,221184
40550,98304
40550,98432
40550,245760
40550,237696
40550,254708
40550,1851392
40550,2089716
1015402,0
1015402,1
1015402,128
1015402,129
1015402,16384
1015402,16385
1015402,16386
1015402,16512
1015402,16513
1015402,648
1015402,147976
1015402,17032
1015402,148105
1015402,8192
1015402,8193
1015402,8320
1015402,8321
1015402,24576
1015402,155649
1015402,24704
1015402,156296
1015402,32768
1015402,32769
1015402,32896
1015402,32897
1015402,49152
1015402,180225
1015402,49280
1015402,180872
1015402,40960
1015402,41088
1015402,172161
1015402,188416
1015402,188544
1015402,65536
1015402,65537
1015402,65664
1015402,65665
1015402,81920
1015402,212993
1015402,82048
1015402,213640
1015402,73728
1015402,73856
1015402,221184
1015402,98304
1015402,98432
1015402,245760
1015402,237696
1015402,254708
1015402,1851392
1015402,2089716
33196,0
33196,1
33196,128
33196,129
33196,16384
33196,16385
33196,16386
33196,16512
33196,16513
33196,648
33196,147976
33196,17032
33196,148105
33196,8192
33196,8193
33196,8320
33196,8321
33196,24576
33196,155649
33196,24704
33196,156296
33196,32768
33196,32769
33196,32896
33196,32897
33196,49152
33196,180225
33196,49280
33196,180872
33196,40960
33196,41088
33196,172161
33196,188416
33196,188544
33196,65536
33196,65537
33196,65664
33196,65665
33196,81920
33196,212993
33196,82048
33196,213640
33196,73728
33196,73856
33196,221184
33196,98304
33196,98432
33196,245760
33196,237696
33196,254708
33196,1851392
33196,2089716
1015404,0
1015404,1
1015404,128
1015404,129
1015404,16384
1015404,16385
1015404,16386
1015404,16512
1015404,16513
1015404,648
1015404,147976
1015404,17032
1015404,148105
1015404,8192
1015404,8193
1015404,8320
1015404,8321
1015404,24576
1015404,155649
1015404,24704
1015404,156296
1015404,32768
1015404,32769
1015404,32896
1015404,32897
1015404,49152
1015404,180225
1015404,49280
1015404,180872
1015404,40960
1015404,41088
1015404,172161
1015404,188416
1015404,188544
1015404,65536
1015404,65537
1015404,65664
1015404,65665
1015404,81920
1015404,212993
1015404,82048
1015404,213640
1015404,73728
1015404,73856
1015404,221184
1015404,98304
1015404,98432
1015404,245760
1015404,237696
1015404,254708
1015404,1851392
1015404,2089716
40556,0
40556,1
40556,128
40556,129
40556,16384
40556,16385
40556,16386
40556,16512
40556,16513
40556,648
40556,147976
40556,17032
40556,148105
40556,8192
40556,8193
40556,8320
40556,8321
40556,24576
40556,155649
40556,24704
40556,156296
40556,32768
40556,32769
40556,32896
40556,32897
40556,49152
40556,180225
40556,49280
40556,180872
40556,40960
40556,41088
40556,172161
40556,188416
40556,188544
40556,65536
40556,65537
40556,65664
40556,65665
40556,81920
40556,212993
40556,82048
40556,213640
40556,73728
40556,73856
40556,221184
40556,98304
40556,98432
40556,245760
40556,237696
40556,254708
40556,1851392
40556,2089716
3112558,0
3112558,1
3112558,128
3112558,129
3112558,16384
3112558,16385
3112558,16386
3112558,16512
3112558,16513
3112558,648
3112558,147976
3112558,17032
3112558,148105
3112558,8192
3112558,8193
3112558,8320
3112558,8321
3112558,24576
3112558,155649
3112558,24704
3112558,156296
3112558,32768
3112558,32769
3112558,32896
3112558,32897
3112558,49152
3112558,180225
3112558,49280
3112558,180872
3112558,40960
3112558,41088
3112558,172161
3112558,188416
3112558,188544
3112558,65536
3112558,65537
3112558,65664
3112558,65665
3112558,81920
3112558,212993
3112558,82048
3112558,213640
3112558,73728
3112558,73856
3112558,221184
3112558,98304
3112558,98432
3112558,245760
3112558,237696
3112558,254708
3112558,1851392
3112558,2089716
2063982,0
2063982,1
2063982,128
2063982,129
2063982,16384
2063982,16385
2063982,16386
2063982,16512
2063982,16513
2063982,648
2063982,147976
2063982,17032
2063982,148105
2063982,8192
2063982,8193
2063982,8320
2063982,8321
2063982,24576
2063982,155649
2063982,24704
2063982,156296
2063982,32768
2063982,32769
2063982,32896
2063982,32897
2063982,49152
2063982,180225
2063982,49280
2063982,180872
2063982,40960
2063982,41088
2063982,172161
2063982,188416
2063982,188544
2063982,65536
2063982,65537
2063982,65664
2063982,65665
2063982,81920
2063982,212993
2063982,82048
2063982,213640
2063982,73728
2063982,73856
2063982,221184
2063982,98304
