previous_state,new_state
73856,32896
73856,40960
73856,41088
73856,49152
73856,49280
73856,65536
73856,65664
73856,65665
73856,73728
73856,73856
73856,8192
73856,81920
73856,8193
73856,82048
73856,8320
73856,8321
73856,98304
73856,98432
8192,0
8192,1
8192,128
8192,129
8192,16384
8192,16512
8192,172161
8192,180225
8192,1851392
8192,188416
8192,188544
8192,237696
8192,245760
8192,32768
8192,32769
8192,32896
8192,32897
8192,40960
8192,41088
8192,49152
8192,49280
8192,648
8192,65536
8192,65537
8192,65664
8192,73728
8192,73856
8192,8192
8192,81920
8192,8193
8192,82048
8192,8320
8192,8321
8192,98304
8192,98432
81920,0
81920,1
81920,128
81920,129
81920,147976
81920,155649
81920,16384
81920,16385
81920,16512
81920,16513
81920,180225
81920,1851392
81920,188416
81920,188544
81920,212993
81920,221184
81920,237696
81920,24576
81920,245760
81920,24704
81920,32768
81920,32769
81920,32896
81920,40960
81920,41088
81920,49152
81920,49280
81920,648
81920,65536
81920,65537
81920,65664
81920,65665
81920,73728
81920,73856
81920,8192
81920,81920
81920,8193
81920,82048
81920,8320
81920,8321
81920,98304
81920,98432
8193,0
8193,1
8193,128
8193,129
8193,16384
8193,16385
8193,16512
8193,16513
8193,172161
8193,180225
8193,188416
8193,188544
8193,237696
8193,245760
8193,32768
8193,32769
8193,32896
8193,32897
8193,40960
8193,41088
8193,49152
8193,49280
8193,648
8193,65536
8193,73728
8193,73856
8193,8192
8193,8193
8193,8320
8193,8321
8193,98304
8193,98432
82048,0
82048,1
82048,128
82048,129
82048,147976
82048,155649
82048,156296
82048,16384
82048,16385
82048,16512
82048,16513
82048,17032
82048,180225
82048,1851392
82048,188416
82048,188544
82048,212993
82048,213640
82048,221184
82048,24576
82048,245760
82048,24704
82048,32768
82048,40960
82048,49152
82048,49280
82048,648
82048,65536
82048,65537
82048,65664
82048,73728
82048,73856
82048,8192
82048,81920
82048,8193
82048,82048
82048,8320
82048,8321
82048,98304
8320,0
8320,1
8320,128
8320,129
8320,147976
8320,16384
8320,16385
8320,16512
8320,16513
8320,180225
8320,1851392
8320,188416
8320,188544
8320,2089716
8320,212993
8320,221184
8320,237696
8320,24576
8320,245760
8320,24704
8320,254708
8320,32768
8320,32769
8320,32896
8320,40960
8320,41088
8320,49152
8320,49280
8320,65536
8320,65664
8320,65665
8320,73728
8320,73856
8320,8192
8320,81920
8320,8193
8320,82048
8320,8320
8320,8321
8320,98304
8320,98432
8321,0
8321,1
8321,128
8321,129
8321,147976
8321,155649
8321,16384
8321,16385
8321,16512
8321,16513
8321,172161
8321,180225
8321,1851392
8321,188416
8321,188544
8321,24576
8321,245760
8321,24704
8321,32768
8321,32769
8321,32896
8321,32897
8321,40960
8321,41088
8321,49152
8321,49280
8321,65664
8321,73728
8321,73856
8321,8192
8321,81920
8321,8193
8321,82048
8321,8320
8321,8321
8321,98304
98304,0
98304,1
98304,128
98304,129
98304,147976
98304,16384
98304,16385
98304,16512
98304,16513
98304,172161
98304,180225
98304,1851392
98304,188416
98304,188544
98304,212993
98304,221184
98304,237696
98304,24576
98304,245760
98304,24704
98304,32768
98304,32769
98304,32896
98304,32897
98304,40960
98304,41088
98304,49152
98304,49280
98304,648
98304,65536
98304,65537
98304,65664
98304,65665
98304,73728
98304,73856
98304,8192
98304,81920
98304,8193
98304,82048
98304,8320
98304,8321
98304,98304
98304,98432
98432,0
98432,1
98432,128
98432,129
98432,147976
98432,155649
98432,156296
98432,16384
98432,16385
98432,16512
98432,16513
98432,17032
98432,172161
98432,180225
98432,1851392
98432,188416
98432,188544
98432,212993
98432,213640
98432,221184
98432,237696
98432,24576
98432,245760
98432,24704
98432,32768
98432,32769
98432,32896
98432,32897
98432,40960
98432,41088
98432,49152
98432,49280
98432,648
98432,65536
98432,65537
98432,65664
98432,73728
98432,73856
98432,8192
98432,81920
98432,8193
98432,82048
98432,8320
98432,8321
98432,98304
98432,98432
